@relation knn

@attribute Category numeric
@attribute Reviews numeric
@attribute Size numeric
@attribute Genres numeric

@data
11,6,6.2,23
23,1879,4.4,38
13,42,18,25
13,3,9.3,25
6,8827,0,9
28,11760,0,94
23,328,11,38
19,1,2.3,84
23,117,4.4,38
27,2,10,93
25,1,3.7,90
17,59,21,40
23,163,4.6,38
3,155466,0,5
11,8185,45,23
21,661,7.6,86
3,2539,8.6,5
11,913,0,23
4,597,17,6
15,78,0,27
2,2,13,4
15,142,0,27
3,19090,0,5
15,45,0,27
11,72,2.4,23
15,34,0,27
23,4,5.6,38
15,71,0,27
15,86,0,27
3,146,34,5
15,24,0,27
15,45,0,27
31,533,3.8,101
15,120,0,27
15,30,0,27
15,50,0,27
15,131,0,27
15,7,0,27
27,27,2.5,93
15,63,0,27
18,250,0,12
15,15,0,27
17,514,5.9,45
15,66,0,27
15,18,0,27
15,174,0,27
17,144,6.3,45
15,83,0,27
15,53,0,27
15,50,0,27
16,31,2.3,28
20,3781467,0,85
17,33661,60,33
17,46801,60,33
18,41,7.9,16
18,65,24,32
18,5591653,95,36
17,1432447,59,31
18,13,23,16
17,1167143,12,31
11,73,14,23
18,3,2.2,32
17,488,30,105
17,125578,17,35
18,87734,32,18
17,164,33,33
17,14283,4.2,105
18,6,33,16
20,20675,96,85
20,51569,26,85
18,10,30,16
17,38297,6.4,31
18,159398,28,48
17,776730,49,35
17,152,16,105
18,70903,51,54
10,110,2.6,22
22,819694,25,87
18,4451317,0,32
17,1243017,27,35
18,66740,23,69
24,69,31,88
13,186,25,25
4,25,16,6
19,578,0,84
19,33033,7.4,84
16,7808,5,28
19,8347,2.6,84
19,18,45,84
19,9,23,84
19,3596,8.4,84
19,3320,8.3,84
18,174423,7.9,18
19,6,26,84
19,17,6,84
19,178,4.8,84
19,255,16,84
19,309,5.9,84
19,91,0,84
3,52,2.2,5
19,30,0,84
13,12,0,25
16,3,1.5,28
13,1,12,25
18,12,13,32
19,5661,0,84
18,47,3.3,44
19,4,2.9,84
19,31,10,84
19,34,3.2,84
19,11,1.8,84
19,292,2.7,84
18,157,7,18
13,26,12,25
19,515,0,84
13,32,9.6,25
16,5,18,28
19,70,1.9,84
19,1,29,84
13,2256,1.6,25
19,46,2,84
22,2526,0,87
25,5004,2.5,90
17,191,7.2,47
3,67186,6.3,5
25,18,4,90
27,26,1.2,93
25,8259,3.5,90
18,41,9.2,12
18,3,36,18
27,8211,4.1,93
25,2,2.7,90
12,2,33,24
26,43,28,92
26,16,6.7,92
18,516,21,11
12,18,3.5,24
25,3068,6,90
22,16317,0,87
22,244302,0,87
12,3,27,24
26,13466,3.4,92
25,27749,16,90
18,77,10,12
21,25515,0,86
25,28030,9,90
16,242,36,28
18,75719,30,104
23,122280,0,38
12,1103,6.6,24
18,21804,44,48
17,20691,89,41
16,859,3.5,28
23,232,32,38
15,130287,50,27
27,5865,15,93
30,46,3.1,99
18,41,30,44
11,413,13,23
20,16,2.6,85
20,29,2.5,85
18,544,0,18
20,2068,7.5,85
18,1288,26,12
20,1902,5.2,85
17,1418,26,105
18,2736,0,18
4,43,92,6
17,7,19,31
30,1016,13,99
5,109,3.5,7
18,1304467,68,36
25,1320,0,90
3,156,2.1,5
17,1167,72,35
21,245104,35,86
30,5879,0,99
17,8175,31,31
17,45,4.1,33
30,138337,0,99
17,48,13,33
17,947515,60,35
18,5546,85,44
17,13304,1.3,31
30,4585,0,99
18,9,6.9,12
30,9966,5.5,99
18,70335,58,44
18,15,94,12
6,1,0,9
18,14,0,18
27,218,0,93
18,168,6.4,44
18,5,3.3,18
30,54,0,99
18,4,0,12
18,56,1.5,12
17,10,36,40
25,269,0,90
32,6,2.5,102
18,11480,93,44
18,301,5.6,12
18,1895,72,44
18,847,21,12
18,19640,67,44
25,333,1.1,90
11,25205,0,23
32,742,15,102
25,71,1.1,90
18,138,6.2,12
3,47,1.4,5
18,48451,52,36
20,22,8.7,85
25,15665,0,90
25,3703,3.8,90
25,2794,3.8,90
25,251,3.8,90
25,632,8.2,90
6,32,0,9
4,54,5.7,6
20,32,1.6,85
4,80,16,6
4,8,2.6,6
22,1307,6.6,87
6,97,0,9
6,33,2.7,9
30,641219,0,99
6,1926,0,9
6,437,12,9
4,12,13,6
6,20829,1.9,9
18,2,1.2,12
4,14,4.3,6
25,4374,13,90
16,26,8.4,28
25,11187,7.3,90
25,2992,0,90
32,22,3.2,102
16,135,6.5,28
25,67,2.7,90
31,636,1.4,101
25,4,17,90
25,36,3.1,90
25,1363,1.6,90
11,34,0,23
25,21979,0,90
20,158,26,85
4,16,4.5,6
6,198,0,9
25,3,0,90
25,37,0,90
18,37122,89,104
18,5,5.2,12
32,57,15,102
17,294,19,31
18,7,5.6,12
16,10,11,28
18,472,4.3,12
18,100,10,12
18,22167,88,104
18,38,5.3,12
18,69,3.1,12
18,38,6.5,12
23,4,40,38
18,4,21,12
4,28,20,6
3,23,0,5
17,1004709,0,35
3,238,27,5
3,119,1.5,5
18,2838064,0,32
16,14,13,28
27,3,4.8,93
6,3,1.6,9
13,4015,7.7,25
4,28,3.4,6
19,698,2.4,84
18,8,2.7,18
13,2,5.9,25
21,6,20,86
32,8,26,102
11,15057,5.7,23
16,10198,2.2,28
32,132792,62,102
32,60820,0,102
21,4977,9.8,86
6,62,34,9
17,45558,53,35
11,19784,7.3,23
25,400,0,90
4,15,24,6
16,10006,53,28
18,246705,27,36
24,2719,17,88
17,265,1.3,46
25,50,19,90
26,112,8.8,92
17,547,1.3,46
22,333,1.8,87
22,329,4.8,87
17,705,1.8,46
17,70,0,46
16,48,12,28
26,2839,5.1,92
11,96,7.2,23
11,2048,24,23
4,48,7.4,6
32,67,53,102
17,64,1.3,46
26,97890,14,92
10,16,1.7,22
26,25035,14,92
26,58614,26,92
26,4,0,92
26,4,1.7,92
24,57,32,88
16,8,12,28
24,41,23,88
22,1376,5.5,87
18,11,9.4,12
26,1098,18,92
26,69,0,92
0,41,1.9,0
26,75,2.6,92
26,17,0,92
22,12572,8.5,87
18,84114,23,37
22,205,2.4,87
18,131,2,12
25,319,0,90
25,13064,4.6,90
11,120,31,23
11,3,8.2,23
18,42,0,12
11,21,21,23
11,101,6.9,23
4,3,11,6
11,4,4.1,23
11,83,4,23
11,19,2.2,23
11,11,3.7,23
13,3,2.4,25
18,174,44,44
25,5,31,90
18,551,38,44
17,38448,27,41
6,22782,0,9
11,5,8.8,23
17,85882,23,31
17,51067,48,35
25,13005,9.7,90
26,131,0,92
11,396,12,23
18,41693,74,44
23,138739,44,38
18,91645,36,44
17,41,1.4,105
17,107497,0,41
17,299,25,41
11,20535,0,23
18,7664,44,34
17,25952,36,35
25,22,0,90
17,51791,57,41
11,25744,0,23
18,513,9.8,12
17,142308,24,46
17,54221,47,41
18,2231,37,18
18,1380,6.9,18
18,412744,10,21
18,12784,15,18
16,2586,9.4,28
18,992,49,18
18,24557,24,42
18,16041,7.3,18
17,267229,24,105
18,55723,14,18
18,14356,0,20
18,997,0,18
22,1490722,21,87
18,23474,8.8,42
18,12293,4,18
18,2017,0,18
18,3588,18,18
18,767,18,18
18,1279,13,32
18,22290,13,37
18,34279,24,42
25,7342,0,90
18,309,25,18
18,1478,43,32
18,807,4.6,32
18,5706,47,18
17,183343,20,105
18,213,26,54
18,5481,69,18
18,769,13,18
2,45452,9.2,4
18,289,19,18
20,112223,34,85
18,2100,0,20
18,2442,13,51
18,12034,34,18
18,8264,24,2
18,1977,3.8,18
18,305,8.3,57
18,6903,25,58
17,62561,53,46
18,9016,24,21
4,41625,5.4,6
19,2,11,84
29,8433,5.6,98
4,726,5.4,6
20,8,4.4,85
31,828,8.2,101
17,12,98,35
25,7,29,90
21,4,2.4,86
31,736,8.5,101
17,15,3.2,31
31,33,33,101
24,421,53,88
31,262,22,101
31,69,25,101
11,64983,39,23
24,60,13,88
18,12,13,18
32,555,31,102
18,75,3.7,12
18,36,24,44
17,20,34,35
21,19212,6.9,86
17,14,45,35
24,46,12,88
31,23,33,101
18,31,35,44
18,4,25,44
11,124,7.2,23
24,291,14,88
7,516917,0,10
25,21,8.9,90
18,572,0,18
25,31621,0,90
4,91,8.3,6
25,688,5.5,90
18,7000,26,18
4,16,5.2,6
4,54,7.7,6
4,104,5.3,6
25,39,0,90
16,74,2.9,28
27,7,18,93
25,5463,6,90
21,2094,34,86
27,5,7,93
3,56,38,5
24,305,5.4,88
16,12,1.2,28
6,17998,7.9,9
32,89,2.3,102
25,364,2.3,90
6,901,0,9
23,838738,0,38
25,5,1.4,90
6,21785,2.5,9
18,5,12,12
4,6,15,6
25,382,3.1,90
11,96,12,23
25,127,1.5,90
11,1308,3.7,23
16,3,7.4,28
26,4538,3.3,92
13,1,7.8,25
6,916,12,9
11,6,11,23
11,57,25,23
22,13,2.6,87
22,26,7.2,87
13,5,14,25
11,11,2.2,23
26,26,5.6,92
18,7,20,12
11,198,11,23
18,1,5.6,18
6,5,3.7,9
22,17,3.4,87
11,3,8.4,23
25,14,2.9,90
25,522,2.9,90
20,5,1.8,85
25,11,3.1,90
17,201426,80,35
27,44,3.3,93
17,26138,15,35
17,51523,36,45
16,209,3.1,28
4,52,0,6
3,37,3.4,5
18,10,5.8,18
16,6477,20,28
18,8,3.8,18
25,262,37,90
4,70,0,6
30,1008,1.7,99
32,12,2.6,102
16,5,4.6,28
25,27,2.7,90
16,155,12,28
25,79,3.7,90
32,62,1.6,102
18,190,12,12
25,3,29,90
17,1692,36,31
18,12,4,12
18,1143,15,32
19,16,7.8,84
18,188,4.6,12
18,1,27,12
23,28,7.3,38
18,3433,23,32
18,2683,20,32
4,45,24,6
17,4923,20,45
18,22,3.6,12
18,7,6.3,12
18,363,14,32
4,2,25,6
18,65,55,12
25,885187,22,90
25,113951,0,90
28,658087,62,94
17,144040,29,35
25,4901,1.9,90
25,159,0,90
16,88,43,28
18,4,8.3,12
24,47777,19,88
25,2132,0,90
16,11,6.2,28
16,5,8.3,28
26,175,5.5,92
16,7,11,28
6,5,2.4,9
11,11,4.6,23
25,5,21,90
16,25,4.7,28
16,2,3,28
11,2,2,23
25,123,2.9,90
19,16,40,84
13,6,8,25
17,1432809,29,35
13,4,14,25
13,6,9.7,25
13,12,6.3,25
13,293,19,25
31,117,5,101
17,51366,16,41
31,65,3.5,101
27,49,2.3,93
13,13,3.3,25
18,15,4.1,12
18,170,4.1,12
18,54,4.1,12
32,7314,7,102
22,1,2.3,87
18,116,4.1,12
18,145,4.1,12
31,10,2.3,101
18,11,3.5,18
18,8,3.7,18
20,14,0,85
18,34,4,18
10,59,1.8,22
7,69,4,10
25,295,3.8,90
18,2,6.6,18
18,4,2.5,18
25,67,4.1,90
18,13,2.5,18
18,14,4.3,12
23,315,7.7,38
18,211,6.8,12
18,8,3.6,18
18,7,2.3,12
18,8,14,12
18,28,4.1,12
31,2746,8.7,101
18,6,2.5,18
31,12,2.9,101
18,31,4.3,18
24,213,6.1,88
27,228755,0,93
31,4379,0,101
18,3146,0,107
18,179,14,37
31,45,15,101
26,88,66,92
18,163,3.4,48
31,14153,0,101
16,10,7.7,28
1,25,6.5,3
27,21866,0,93
18,54,50,12
18,10,2.5,104
24,11514,2.2,88
14,2543,4.6,26
21,9950,15,86
16,1045,13,28
6,63576,0,9
16,66,8.1,28
6,51110,0,9
25,17861,0,90
18,1647,16,48
31,271,9.6,101
25,1947,0,90
25,4928,0,90
4,36,10,6
17,35,3.1,47
26,60,78,92
21,13232,27,86
16,492,0,28
31,4,10,101
18,1691,5.8,36
25,7,3.2,90
27,20,0,93
19,64,57,84
18,108,42,12
32,453,36,102
26,1,46,92
13,5509,3.2,25
27,1623,1.8,93
27,1,6.6,93
18,31,3.2,12
18,101,5.1,12
26,19,6.4,92
13,2599,6.9,25
11,4,5.1,23
17,52390,20,31
17,11,6.1,31
27,16,3.2,93
18,4218587,100,44
15,15,1.4,27
18,21,2.1,12
18,288835,91,36
31,2,14,101
18,145,14,18
13,221,43,25
17,29330,6.9,35
17,29990,96,35
18,76,14,12
17,348962,26,35
20,7,18,85
1,5,34,3
30,3,2.8,99
17,1995,92,35
27,5,11,93
6,5,15,9
21,2099,4,86
22,1022,3.8,87
30,4074,1.3,99
6,5,13,9
17,923,67,35
17,154519,99,35
17,207,0,33
27,12,2.2,93
13,5,43,25
24,6,2.4,88
17,350,67,35
17,364,67,35
18,12414,13,18
27,4,8.2,93
17,401643,0,35
18,3,9.2,12
17,9898,63,35
4,1,4.2,6
21,18253,10,86
17,3371,78,35
31,254,38,101
18,39038,9.5,18
18,9403,0,44
17,17372,45,31
17,7885,28,41
11,706618,0,23
16,81,7.7,28
21,221,9.5,86
18,1364,5.2,18
18,155649,38,32
18,244,25,18
18,562,20,11
16,294,0,28
26,8,5.3,92
17,8,6.3,35
17,8,38,31
17,206602,13,35
21,118,6.4,86
18,24,1.9,18
21,69,6.4,86
21,10,2,86
18,30,24,11
17,219821,10,35
17,3,39,35
18,1,40,12
4,7,15,6
18,1415,0,18
18,28,1.5,12
18,3,13,37
13,3,9.4,25
18,2167,3.7,48
17,144545,13,35
18,104,12,11
17,349503,19,31
29,20001,0,98
19,34,4.9,84
22,100,2.5,87
22,2480,2.5,87
21,1288,18,86
3,10774,35,5
25,61,6.3,90
21,119,1.3,86
18,4578890,24,36
25,47,17,90
21,48,2.2,86
16,5025,0,28
16,707,5,28
21,5618,4.6,86
1,5,9,3
4,7,1.3,6
18,120,24,12
25,24,3.2,90
18,2233681,97,36
25,36,3.2,90
22,8,2.4,87
21,385764,8.4,86
21,151095,12,86
19,19,7.3,84
18,4,4.2,12
18,488039,58,36
16,67,0,28
11,210,3.7,23
16,2,1.3,28
13,3,40,25
19,6,5.2,84
25,24900999,0,90
26,6700847,17,92
26,23802,0,92
25,3090680,0,90
25,2246379,5.1,90
25,85496,5.8,90
25,262076,1.2,90
6,71740,5.8,9
25,166363,1.8,90
25,3341,1.9,90
25,843,3.6,90
25,2889,2.5,90
25,112482,2.1,90
26,3989,1.1,92
25,8190074,17,90
27,319,2.1,93
25,85079,2.8,90
25,953790,0,90
26,10093,5.5,92
26,1500,41,92
26,1873,14,92
25,498,0,90
25,1147,2.7,90
25,19,3.2,90
25,661,0,90
25,76,2.2,90
25,1264,8.2,90
25,246,2.8,90
26,7519,4,92
25,8,1.8,90
25,29,0,90
26,2910,2.3,92
25,16,1.3,90
25,373,0,90
25,27180,4.1,90
26,314,11,92
22,847144,4.2,87
25,10,8.2,90
25,949,0,90
27,176,2.3,93
26,6271,5.7,92
25,24226,0,90
4,2359,2.7,6
25,52,1.9,90
26,12,19,92
18,119173,0,100
18,985,49,20
18,1985,28,50
18,3863,41,67
18,20463,25,72
18,85,25,18
18,21979,38,37
18,920571,28,83
18,2263,55,71
18,5395,58,69
18,30444,27,69
18,256916,25,69
17,37513,31,31
17,40847,94,35
18,96045,25,50
18,21433,21,18
18,82005,45,50
18,120035,45,70
17,6386,24,31
18,43314,83,64
17,24628,88,35
17,39698,51,31
17,121533,63,31
18,10776,21,69
18,17250,7.2,19
18,13519,51,19
18,39153,98,37
18,51973,27,48
18,48754,9.3,69
18,7046,87,37
18,773,55,69
18,82499,0,19
18,642,26,69
18,117461,0,19
17,108336,62,45
18,412,22,50
17,4107,40,45
17,3904,5.5,35
18,1213,18,62
17,14563,74,45
18,1,64,18
18,17786,16,32
21,199,25,86
11,175,12,23
18,709,18,37
16,987,4.5,28
18,81001,85,37
28,159,85,94
16,581,26,28
25,12,2,90
16,87,3.9,28
31,77,11,101
21,8,18,86
6,21,8.7,9
16,206,3.9,28
4,373,4,6
18,32416,0,104
32,168,53,102
17,8038,52,46
11,320,23,23
4,327,13,6
11,5,30,23
20,420,18,85
17,963,4.1,46
27,38,13,93
17,6947,20,46
27,16,21,93
11,252,18,23
4,26572,41,6
11,65,12,23
11,159,14,23
11,218,0,23
28,23,0,94
16,12,6,28
17,248417,17,31
11,137,0,23
18,102215,42,48
18,41,11,12
17,23,37,46
17,33,13,35
24,19,6.5,88
25,15911,16,90
32,1147,19,102
20,64,3.3,85
11,180,35,23
32,2681,6.3,102
18,7,12,12
16,251,5,28
18,9465,43,18
18,128,2.9,18
25,20,4.1,90
19,38,8.5,84
18,4607,19,44
4,70,14,6
19,22,0,84
16,85,5.6,28
25,92958,36,90
25,242,3.2,90
4,236,7,6
18,187,2.9,18
18,1018,35,11
25,7935,21,90
18,13,4.7,18
17,132282,20,45
25,34,12,90
18,4,7.8,12
4,4,24,6
17,5,12,47
4,56,0,6
16,2548,4.9,28
25,116,3.3,90
6,34443,27,9
18,7,22,18
25,1,1.2,90
18,124,2.5,18
25,36557,14,90
18,8,6.8,12
18,78,0,104
18,475020,69,48
24,15,14,88
31,7,3.4,101
18,59152,50,48
18,2871,18,12
11,36,18,23
18,19207,36,48
3,8,5.1,5
17,4,61,35
31,24,10,101
4,2,3.4,6
6,1044,3.5,9
17,783,3.4,47
6,192,15,9
6,10,3.8,9
3,28237,10,5
17,3247,26,35
18,134,0,44
18,55,3.3,32
18,222,15,12
17,119368,19,35
18,706,0,12
17,4552,43,41
16,499,6.9,28
18,108130,40,36
17,293086,0,35
17,8778,36,39
23,17,1.5,38
18,29,37,32
27,8,22,93
25,395,2.6,90
32,695,2.9,102
18,42,12,32
6,218,3.7,9
25,7063,17,90
25,37975,23,90
25,117850,17,90
18,167974,5,18
25,2630,18,90
18,4756,33,44
18,13,26,18
18,3788,32,18
26,323,38,92
18,14754,21,18
27,7389,41,93
25,82,1.7,90
18,16,9.9,18
18,92010,5.9,36
25,202,12,90
3,68226,16,5
25,3446,19,90
25,297,2.8,90
18,3106,3.6,18
18,6078,37,18
18,219,4.3,18
25,182,1.7,90
18,34,30,36
18,10,5.2,12
25,114,18,90
23,7,3.4,38
26,561,41,92
18,2167,13,18
18,2420,6.7,18
18,52,9.8,18
25,77717,14,90
32,3,26,102
18,7,22,12
1,12,88,3
25,434,18,90
25,47,18,90
25,6,4.5,90
4,1,7.8,6
27,40328,23,93
27,1502622,0,93
17,22773,0,35
27,26358,0,93
17,52163,70,35
17,299046,47,35
17,41089,42,35
6,25,3.7,9
17,1019,39,35
18,337,22,12
17,2526,22,47
17,2328,12,35
17,655,14,35
4,125,4.3,6
18,433,0,18
26,26,8.5,92
18,33,6.7,12
17,4946,7.5,47
18,16459,88,18
18,99,1.1,12
4,13,5.7,6
17,1015,0,35
17,211,44,35
16,75,11,28
17,14823,40,35
17,8668,9.1,35
6,52,2.1,9
17,112565,32,35
18,16,7.8,12
17,278,2.4,47
6,125,53,9
25,208,6,90
18,783,25,18
18,43,3.3,12
17,211,3.6,35
18,162,6.2,12
18,14604,68,44
18,160,19,12
18,3253,3.6,18
18,431,17,18
17,460,31,47
17,247,18,40
27,85,6,93
18,445,29,18
19,568,42,84
19,345,14,84
19,6,29,84
3,10,5.7,5
19,36,36,84
19,7,8.9,84
18,6,5.1,12
31,13,4.3,101
18,7,62,12
18,3,29,12
18,6,7.8,12
19,62,20,84
25,41,0,90
19,22,18,84
19,534,14,84
19,18,9.3,84
19,5,17,84
19,40,4,84
18,271,8.3,18
18,186,9.6,12
13,28,20,25
27,315,14,93
19,6,17,84
19,18,13,84
19,10,46,84
25,3988,11,90
17,19,1.6,35
17,8191,0,46
18,84,11,18
18,86,8.6,18
19,35,24,84
21,4,1.6,86
11,1,8.4,23
19,12,44,84
19,35,88,84
11,693,32,23
11,347,25,23
11,853,27,23
27,48,7.3,93
11,6208,14,23
11,480,15,23
11,295,0,23
11,2374,16,23
11,253,25,23
11,1231,14,23
11,207,2.9,23
11,231,18,23
11,314,35,23
11,117,25,23
11,3661,14,23
11,805,6.5,23
11,732,5.5,23
11,256,28,23
11,323,17,23
11,196,7.3,23
11,1992,24,23
11,922,2.1,23
11,4290,24,23
11,109,2.8,23
11,2,7.2,23
11,472,8.6,23
11,343,2.3,23
11,495,12,23
11,4,0,23
18,28136,0,32
24,892,70,88
6,12667,34,9
25,40907,2.6,90
18,475944,35,44
17,115176,24,41
17,10981850,88,35
17,121082,7,45
4,4571,3.9,6
4,15830,0,6
4,213,3.8,6
18,625,26,12
4,3757,5,6
4,9555,4.7,6
4,770,5.6,6
3,88,5.3,5
4,2147,2.2,6
27,48,26,93
4,3972,5.6,6
18,374,26,12
4,113,8.6,6
25,37,21,90
18,139,4.8,12
27,2303,15,93
4,489,20,6
4,423,20,6
18,14,5.5,12
4,20921,5.7,6
4,831,11,6
27,27820,4.7,93
3,244,4.1,5
4,244,6.9,6
4,25,12,6
4,11310,0,6
4,203,5.9,6
27,80,2.2,93
4,715,7.1,6
4,25,7.9,6
25,75,25,90
18,13,26,12
18,593,4.9,12
25,114,25,90
18,31,8.3,12
4,416,6,6
26,114,3,92
4,740,19,6
4,22,4.1,6
6,42,6,9
4,6997,4.6,6
4,34,26,6
25,996,10,90
4,125,5,6
4,2555,16,6
25,54,22,90
4,12,8.1,6
18,288209,21,18
18,16391,13,18
18,24,4.8,18
31,367,6.1,101
18,54,4.3,18
5,5084,6.2,7
6,6,3.5,9
17,165656,38,31
18,3935,9.5,18
6,10,0,9
6,649,0,9
6,166,2,9
6,14,17,9
22,12204,6.8,87
18,5,1.1,48
6,9,0,9
6,12,3.7,9
6,265,2.6,9
16,2,7.8,28
18,29229,0,18
6,341,9.6,9
27,253,0,93
18,12,2.4,12
18,31552,0,18
25,1,55,90
18,1,3.7,12
18,12639,96,18
6,94,1.1,9
6,1436,0,9
3,15,12,5
27,4513,0,93
4,4,0,6
18,6784,13,18
18,268,4.2,12
31,1137,11,101
18,319777,0,18
6,27,0,9
18,3069,18,18
25,79,3,90
18,20843,14,18
18,137674,72,48
18,50428,0,18
4,48,54,6
18,1419,12,32
18,18,37,18
18,62,6.5,18
18,49,6.6,18
24,4069,50,88
25,175,4.3,90
18,63,7.6,18
18,47,5.5,18
18,19,94,32
30,439,35,99
4,10,55,6
18,12,11,32
18,13,12,32
4,21,21,6
18,11,27,12
23,818,5.3,38
18,4,30,32
26,42,10,92
16,147,9.8,28
16,103,3.8,28
18,2,33,18
6,517,35,9
26,3,3.4,92
25,12,2.5,90
18,19,12,18
25,6060,0,90
23,654,50,38
18,316,19,18
18,171,1,12
22,2418165,0,87
27,75140,0,93
17,387,1.1,33
17,16851,81,39
18,17,15,12
11,439,13,23
17,541732,20,39
31,27,7.1,101
16,47,4.5,28
11,191,10,23
11,39,20,23
6,4,8.1,9
18,93,1.6,18
19,57,6.1,84
21,182,4.9,86
31,3,0,101
19,2,20,84
16,2,9.3,28
17,47340,61,33
21,3,5.8,86
27,81502,0,93
27,208543,0,93
18,10159,6.4,12
11,57,4,23
18,85015,46,36
18,2250,30,12
17,6200,0,41
32,112,1.4,102
20,226,15,85
21,214,1.8,86
18,11179,19,48
22,221878,0,87
11,1514,12,23
24,470,21,88
12,60,25,24
16,11,3.4,28
25,876,8.7,90
14,137,19,26
21,117,9.8,86
21,32014,18,86
16,1189,18,28
18,2802,15,18
32,56409,43,102
30,167,2,99
20,398,2.2,85
16,1740,4.4,28
14,1372,5.4,26
3,2,1.4,5
25,131,3.3,90
25,87,7.3,90
29,3963,23,98
31,2375,0,101
22,7,2.2,87
21,2221,0,86
25,2,3.5,90
32,30,4.8,102
18,14,7.3,18
13,15753,13,25
23,1641,6.2,38
25,4228,0,90
29,9307,5,98
23,1151,8.3,38
18,12400,0,37
17,528550,73,31
18,35337,7.4,18
22,142758,22,87
25,2674051,26,90
18,766,14,11
25,122010,7.3,90
25,136540,3.1,90
25,134412,11,90
25,327914,0,90
18,38824,12,18
18,171017,13,18
23,6289,33,38
22,49523,0,87
17,260527,49,31
18,419375,31,32
17,153649,0,35
17,2464,34,47
18,93898,44,32
26,42190,11,92
18,52,55,58
25,420518,0,90
18,528917,59,58
17,276105,0,31
17,462614,60,31
17,39895,25,45
17,794058,56,39
32,119685,20,102
25,301,2.3,90
25,236,0,90
25,88993,1.5,90
17,338742,48,35
15,23,31,27
32,4569,7.5,102
25,31,0,90
25,203,2.3,90
25,824,2.8,90
27,19,4.5,93
25,9,33,90
18,6514,72,44
18,37,3.3,12
25,154,6.6,90
25,7,5.2,90
3,70,3.5,5
3,459,11,5
32,179,10,102
4,17,9.4,6
25,265,0,90
3,121,8.7,5
4,100,6.3,6
25,64,4.1,90
20,37,37,85
16,5,3.2,28
25,21,11,90
32,78,3,102
4,5,14,6
18,3323,47,44
22,1,2.5,87
25,29,2.3,90
18,21,49,48
17,33,44,35
25,13,3,90
25,954,7.6,90
18,355613,59,48
5,25673,0,7
17,504765,36,35
17,2440877,32,35
18,6715,9.5,18
18,43090,95,50
18,2557,5.8,30
17,937,35,47
18,139545,63,62
17,22333,9.7,35
26,249,91,92
20,117,63,85
5,45651,0,7
17,33,3.1,47
18,16190,88,50
5,34,12,7
17,2468915,92,35
17,304106,0,45
17,11,23,47
3,38,7.2,5
25,1186,6.4,90
3,20,3.4,5
18,166312,91,48
25,46,6.1,90
18,128,22,37
32,258,6.9,102
17,264755,91,35
18,2354042,72,48
24,6895,10,88
18,22,2.2,18
18,160,8.5,18
31,1440,12,101
18,78,11,12
22,3,16,87
32,59,1.3,102
24,16,18,88
24,339,10,88
16,1,1.2,28
31,80,8.7,101
1,186648,42,3
6,226541,0,9
29,189310,38,98
6,74497,5.3,9
3,264260,0,5
22,50109,0,87
32,54034,5.8,102
17,47386,96,41
18,267787,21,12
18,401211,0,18
25,498894,10,90
18,9149,80,44
25,191621,6.1,90
17,32849,1.5,40
22,251686,31,87
18,252006,26,44
6,483782,20,9
26,28694,2.9,92
22,1517395,0,87
17,785622,0,39
17,234589,38,41
18,113183,36,37
17,951435,14,41
25,45610,0,90
17,257531,44,41
18,198480,82,44
17,375996,3.3,46
17,152102,18,47
18,17108,8.3,36
27,226453,0,93
18,1764,8.3,36
4,24,8,6
22,194,1.5,87
23,1,3.6,38
25,3408,15,90
16,8,6.7,28
28,1,27,94
27,17,76,93
32,11100,15,102
20,479939,15,85
25,2,3.3,90
25,1648,36,90
3,18,5.7,5
32,65448,0,102
21,16678,0,86
21,668,1.1,86
21,470,4.1,86
21,38,1.1,86
4,5,6.8,6
25,14,28,90
21,10318,32,86
30,39,12,99
25,19,22,90
17,59,1.4,46
21,4,1.2,86
18,10,20,44
18,53301,7.6,18
30,12,2.9,99
27,195,0,93
30,486,2.5,99
4,3,11,6
25,27,34,90
17,10786,21,31
25,1,4.5,90
24,58,22,88
27,43,0,93
13,6,14,25
21,7006,12,86
21,2,1.3,86
27,8,3.1,93
24,122,11,88
11,4,5.9,23
21,1,1.1,86
25,543,26,90
31,53,5.9,101
31,3,5.7,101
16,407589,0,28
21,104068,37,86
17,562345,0,105
17,3941129,77,35
17,314774,43,35
17,1878,20,105
18,4,8,18
18,78142,17,36
17,326042,10,35
18,35172,34,36
18,28633,81,48
17,331692,0,41
18,3527,35,36
17,151,100,41
18,1130,48,44
18,1,59,18
18,26307,0,48
20,6450,14,85
18,29387,16,36
18,168,24,36
16,6,2.3,28
17,38767,4.1,35
18,5623,28,48
18,10440,27,48
18,157997,27,44
31,81,6.7,101
23,83545,23,38
18,42069,0,18
23,34062,85,38
18,1484,41,36
17,152395,14,35
18,3715,94,48
18,975,45,44
17,396090,26,105
18,417197,99,48
26,23,5.9,92
17,466495,52,33
17,41683,63,31
18,96658,26,48
18,6297590,0,11
20,412888,35,85
25,227798,0,90
20,231446,5.4,85
18,303394,53,18
13,39068,4,25
23,3909032,51,38
22,211620,20,87
17,6026,39,35
22,41331,5,87
22,28107,5.7,87
6,552635,29,9
18,217736,87,34
25,1648515,7.1,90
17,55952,61,31
22,928720,0,87
21,609186,30,86
17,771001,52,35
17,617732,44,35
27,496397,0,93
30,332623,4.6,99
17,371318,90,31
20,216513,0,85
30,696665,91,99
18,860078,30,44
18,5997,20,44
